RTCid,Parent,Type,Summary,Sprint,Team,SP,Blocks
1007802,383168,Story,"Feature 383168 Complete System Operational Verification Test, SOVT, needed 90 days prior to FRCB",14.3,Okapi,2,
1007801,383168,Story,"Feature 383168 Generate System Operational Verification Test, SOVT, Test Inputs for Feature",14.3,Okapi,2,1007802
1007798,383168,Story,"Feature 383168 Completion of Installation Design Plan IDP (red lines Hardware drawings submitted), needed 120 days prior to FRCB;",14.1,Okapi,3,
1007797,383168,Story,Feature 383168 Identify Logistics Considerations  (non-IETM) for Site Power Changes for Nutanix,14.4,Octopi,1,
1007790,355228,Story,Feature 355228: SME support for on-site work - Sprint 5 - Week 2,14.5,Alicorn,2,
1007789,355228,Story,Feature 355228: SME support for on-site work - Sprint 4 - Week 2,14.4,Alicorn,2,
1007787,355228,Story,Feature 355228: SME support for on-site work - Sprint 3 - Week 2,14.3,Alicorn,2,
1007784,355228,Story,Feature 355228: SME support for on-site work - Sprint 2 - Week 2,14.2,Alicorn,2,
1007783,355228,Story,Feature 355228: SME support for on-site work - Sprint 1 - Week 2,14.1,Alicorn,2,
1007780,342054,Story,Feature 342054:Redline verification and re-run for AWARE alignment procedure installation section,14.3,Labradors,2,
1007775,1000204,Story,Release Regression - Manual Regression Test Run/Automate (xx.5),14.5,Roadrunners,3,
1007770,392743,Story,Feature 392743: Fix problem 354579 - part 2,14.1,SIC,5,1008605
1007769,392743,Story,Feature 392743: Fix problem 354579 - part 1,14.1,SIC,5,
1007768,388053,Story,Support design of PPA - (UX) part 3,14.3,SIC,5,
1007767,388004,Story,TD 19-18 Unclass GDS Analysis - Systems,14.4,System Engineering,3,
1007766,388004,Story,TD 19-18 Unclass GDS Analysis - Systems,14.3,System Engineering,3,
1007765,388004,Story,TD 19-18 Unclass GDS Analysis - Systems,14.3,System Engineering,3,
1007764,388004,Story,TD 19-18 Unclass GDS Analysis - Systems,14.2,System Engineering,3,
1007763,388004,Story,TD 19-18 Unclass GDS Analysis - Systems,14.2,System Engineering,3,
1007762,388004,Story,Feature 388004: TD0202-18-13 Unclass GDS Analysis,14.1,System Engineering,1,
1007761,388004,Story,Feature 388004: TD0202-18-13 Unclass GDS Analysis,14.1,Magic,1,
1007760,388004,Story,Feature 388004: TD0202-18-13 Unclass GDS Analysis,14.1,Okapi,1,
1007759,388004,Story,Feature 388004: TD0202-18-13 Unclass GDS Analysis - Waveform,14.2,WWTS,2,
1007753,1007536,Story,"Feature 1007536: Review 2-factor ""Trade Study"" - Feature Lead",14.1,Okapi,2,1008231
1007751,1007536,Story,"Feature 1007536: Review 2-factor ""Trade Study"" - Developer #2",14.1,Okapi,2,1008231
1007748,1007536,Story,"Feature 1007536: Review 2-factor ""Trade Study"" - Developer #1",14.1,Okapi,2,1008231
1007743,279283,Story,Lab - TXO Test Procedure Validation - CSCF/HSS - PM-E1/T1 Board,14.3,Labradors,1,
1007742,279283,Story,Lab - TXO Test Procedure Validation - CSCF/HSS - PMD Board,14.3,Labradors,1,
1007741,279283,Story,Lab - TXO Test Procedure Validation - ATM- 4 Port OC-3 Board,14.4,Labradors,1,
1007740,279283,Story,Lab - TXO Test Procedure Validation - SGSN - IBS7V3 Board,14.2,Labradors,1,
1007739,279283,Story,Lab - TXO Test Procedure Validation - SGSN - GPBV3 Board,14.1,Labradors,1,
1007737,279283,Story,Lab - TXO Test Procedure Validation - GGSN - 4 Port Ethernet Board,14.4,Labradors,1,
1007736,279283,Story,Lab - TXO Test Procedure Validation - RNC - ET-M4 Board,14.2,Labradors,1,
1007735,279283,Story,Lab - TXO Test Procedure Validation - SGSN - IBASV3 Board,14.1,Labradors,1,
1007734,395855,Story,Feature 395855: Support Drwg Updates for Problem 321745 and Problem 1005849,14.2,Octopi,1,
1007732,279283,Story,Lab - TXO Test Procedure Validation - RBS - AIU Board,14.1,Labradors,2,
1007729,279283,Story,Lab - TXO Test Procedure Validation - RBS - SCB3 Board,14.2,Labradors,1,
1007728,279283,Story,Lab - TXO Test Procedure Validation- RBS - GPB51 Board,14.1,Labradors,1,
1007720,385856,Story,Feature 385856: Create ROM and Notional Schedule - Hy,14.1,WWTS,1,
1007694,377437,Story,Feature 377437 ETT: Update Gen2 Laptop SVD with new installation instructions,14.4,Okapi,3,1004266
1007683,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation -  Integration and Test Strategy [14.1],14.1,Okapi,2,
1007628,1005740,Story,Produce the Capability Spec document,14.4,System Engineering,3,
1007627,1005740,Story,Lead DSN GW Obs work,14.4,System Engineering,3,
1007607,385856,Story,Feature 385856: Conversion to ACC - IA Support Part 2 Continued,14.3,Cyber,1,
1007606,385856,Story,Feature 385856: Conversion to ACC - IA Support Part 2 Continued,14.2,Cyber,1,
1007605,384136,Story,Feature 384136: PCR Verification for SVD Updates Second Story,14.4,Okapi,1,
1007604,385856,Story,Feature 385856: ACC Test input Continued,14.2,WWTS,1,
1007603,384136,Story,Feature 384136: PCR Verification for SVD Updates.,14.4,TOFF,3,
1007596,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.2",14.2,TOFF,1,
1007595,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.2",14.2,Alicorn,1,
1007594,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.2",14.2,Alicorn,1,
1007593,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.1",14.1,Alicorn,1,
1007588,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.1",14.1,Alicorn,1,
1007587,1007569,Story,"Feature 1007569: SME support for enhanced alt-telemetry (attend reviews, update IETM plan, tool support, etc.) 14.1",14.1,TOFF,2,
1007576,355228,Story,Feature 355228: SME support for on-site work - Sprint 1 - Week 1,14.1,Alicorn,5,
1007569,243422,Feature,TD 20-06: MUOS Space Support Enhanced Alternate Telemetry,14.5,TOFF,0,
1007490,1004171,Story,Feature 1004171: Code walk through of solutions - Bob,14.3,WWTS,1,
1007486,1004171,Story,Feature 1004171: Code walk through of solutions - Yu-ling,14.3,WWTS,2,
1007473,385856,Story,Feature 385856: Waveform Conversion to ACC - SME Continued,14.2,WWTS,1,
1007472,385856,Story,Feature 385856: Waveform Conversion to ACC - HAIPE Continued,14.2,WWTS,5,
1007467,386935,Story,Feature 386935: Geolocation - Evaluate options to transfer Ephemeris data to SIPRNET - Part 3,14.3,Magic,1,
1007466,386935,Story,Feature 386935: Geolocation - Evaluate options to transfer Ephemeris data to SIPRNET - Part 2,14.2,Magic,1,
1007443,396819,Story,"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(14.5)",14.5,Labradors,1,
1007442,396819,Story,"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(14.4)",14.4,Labradors,1,
1007441,396819,Story,"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(14.3)",14.3,Labradors,1,
1007440,396819,Story,"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(14.2)",14.2,Labradors,1,
1007437,396819,Story,"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(14.1)",14.1,Labradors,1,
1007435,384136,Story,Feature 384136: OBS HBSS- Review IETMs for Style Guide Compliance (EA 14.5),14.5,Falcons,5,
1007434,384136,Story,Feature 384136: OBS HBSS- Review IETMs for Style Guide Compliance (EA 14.4),14.4,Falcons,5,
1007433,384136,Story,Feature 384136: OBS HBSS- Review IETMs for Style Guide Compliance (EA 14.3),14.3,Falcons,5,
1007432,384136,Story,Feature 384136: OBS HBSS- Review IETMs for Style Guide Compliance (EA 14.2),14.2,Falcons,5,
1007390,1002036,Story,TD 19-10 Service Management Additional Tasks - Update RAF P2P Failure Rules - Sprint 4,14.4,System Engineering,1,
1007389,1002036,Story,TD 19-10 Service Management Additional Tasks - Update RAF P2P Failure Rules - Sprint 3,14.4,System Engineering,1,
1007388,1002036,Story,TD 19-10 Service Management Additional Tasks - Update RAF P2P Failure Rules - Sprint 2,14.4,System Engineering,1,
1007387,1002036,Story,TD 19-10 Service Management Additional Tasks - Update RAF P2P Failure Rules - Sprint 1,14.4,System Engineering,1,
1007383,297335,Story,RDE BuildForge - Complete test of Build Forge RNC Build (all 24 groups),14.2,Tools,8,
1007360,395871,Story,Feature 395871: PI 14 SA TT Support - cleanup of “stuck” profiles - part 2 MPC admin,14.3,SIC,2,
1007352,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1007351,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1007350,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1007349,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1007294,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation (John Herzberg, KinetX)",14.4,Alicorn,5,
1007293,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIMs, Scenario Simulations Analysis & Documentation (John Herzberg, KinetX)",14.3,Alicorn,5,
1007292,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation (John Herzberg, KinetX)",14.2,Alicorn,5,
1007291,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation (John Herzberg, KinetX)",14.1,Alicorn,5,
1007290,388549,Story,"Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support (Larry Jordan, KinetX)",14.4,Alicorn,5,
1007289,388549,Story,"Feature 388549: ULX Detailed Design - FM/Logging (Component Diagrams, Sequence Diagrams, Connections to Data Store/Mgr, Intelligent Processing) (Larry Jordan, KinetX)",14.3,Alicorn,5,
1007285,388549,Story,"Feature 388549: ULX Detailed Design - RF Processor (External Interfaces, Reqts, SOW for RINCON, Config, SA/FM, Test Pts, Test Plan)",14.2,Alicorn,5,
1007284,388549,Story,"Feature 388549: ULX Detailed Design - FM/Logging (Systems Design, Component Diagrams, Intelligent Processing) & Channel Processor",14.1,Alicorn,5,
1007283,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Tom Bowie, SME LOE)",14.4,Alicorn,1,
1007282,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Tom Bowie, SME LOE)",14.3,Alicorn,1,
1007270,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Tom Bowie, SME LOE)",14.2,Alicorn,1,
1007269,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Tom Bowie, SME LOE)",14.1,Alicorn,1,
1007254,1006376,Story,Feature 1006376: Define test cases,14.1,WWTS,2,
1007247,378000,Problem,EAD14 Deployment: AWARE IETM Alarm summary does not match Netcool,14.1,Magic,0,
1007201,396819,Story,Feature 396819: Lab - Maintain Labs - RCG WH3 needs repair and restore,14.1,WWTS,2,
1007176,297335,Story,Feature 297335: Developer verify RDE Developer Workstation (Solaris 10),14.5,WWTS,5,
1007157,388549,Story,"Feature 388549: ULX Detailed Design - Monitor and Control (Systems Design, Component Diagrams, Sequence Diagrams",14.2,Alicorn,5,
1007156,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (Scalability, Test Plan, Sequence Diagrams)",14.3,Alicorn,3,
1007155,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (Photon Framework & uSvcs Detailed Design, FM/SA, Config, External Interfaces, Test Plan, Test Points)",14.2,Alicorn,3,
1007123,384136,Story,Feature 384136: Develop IETM procedures based on list of identified IETM updates.,14.2,Okapi,5,
1007107,384136,Story,Feature 384136: Develop IETM procedures based on list of identified IETM updates. Part 2,14.2,Okapi,8,
1007102,384036,Story,Feature 384036: Update CDD for Final Customer Review Meeting,14.3,Okapi,3,
1007101,384036,Story,Feature 384036: Update CDD for Initial Customer Review Meeting,14.1,Okapi,3,
1007100,384036,Story,Feature 384036: Prepare for Final Customer Review Meeting,14.4,Okapi,2,
1007099,384036,Story,Feature 384036: Prepare for Initial Customer Review Meeting,14.2,Okapi,3,
1007095,384036,Story,Feature 384036: Implement Automated Application installation using on Nutanix and RHEL per SVD (2),14.3,Okapi,5,
1007094,384036,Story,Feature 384036: SVD updates for Scripted OS installation,14.4,Okapi,5,
1007092,384036,Story,Feature 384036: SVD updates for Scripted OS installation,14.2,Okapi,3,
1007085,384036,Story,Feature 384036: Pre-MFR 3 – Cyber Performs Final Cybersecurity Assessment for Scripted OS installation,14.1,Okapi,3,
1007051,396437,Story,Update Documentation on Semaphore Usage to Pause CRON Jobs for Developer Audience,14.2,Tools,1,
1007049,384136,Story,Feature 384136: Update MUOS_IG_GS_NMS_NM_Security_GSKey_SVD_98-P59414M003  to update ePO 200 and 201 and remove 202 from this SVD,14.3,Okapi,2,1007605
1007048,396415,Story,Support Performance Evaluation of ABS iDeployIt,14.4,Tools,2,
1007047,396415,Story,HMS LOE Support for EA 14.5,14.5,Tools,2,
1007046,396415,Story,HMS LOE Support for EA 14.4,14.4,Tools,2,
1007042,1005740,Story,Produce the Capability Spec document,14.3,System Engineering,5,
1007030,1006376,Story,Feature 1006376: Implement review rework fixes,14.4,WWTS,5,391361
1007029,1006376,Story,Feature 1006376: Review MAMA2 source code (for Chad),14.4,WWTS,2,
1007028,384136,Story,Feature 384136: Develop IETM procedures based on list of identified IETM updates. Part 3,14.3,Okapi,3,
1007026,1006376,Story,Feature 1006376: Implement fix for PWI 1006103,14.1,WWTS,2,"1008115
1007838
1007029
1007837"
1007016,384036,Story,Feature 384036: Define or update Nutanix Roles for RBAC and document in the Nutanix SVD,14.1,Okapi,3,
1007014,384036,Story,Feature 384036: Install official Nutanix HW in V-Lab,14.3,Okapi,3,
1007013,384036,Story,Feature 384036: Install official Nutanix HW in SWIT lab,14.2,Okapi,3,
1007012,384036,Story,Feature 384036: Document network in SWIT LAB,14.1,Okapi,3,
1007010,384036,Story,Feature 384036: Deployment AAA/DNS for to support the Nutanix implementation,14.3,TOFF,5,
1006992,384036,Story,Feature 384036:VM backup procedure and policy development,14.4,Okapi,3,
1006982,384136,Story,Feature 384136: MFR 3 – Develop Design updates based on initial STIG finding.,14.3,Okapi,3,
1006979,388076,Story,Feature 388076: Do PWI work for Problem 347180,14.1,WWTS,1,
1006978,388076,Story,Feature 388076: Do PWI work for Problem 345802,14.1,WWTS,3,
1006976,388076,Story,Feature 388076: Do PWI work for Problem 345718,14.1,WWTS,3,
1006975,388076,Story,Feature 388076: Do PWI work for Problem 345715,14.2,WWTS,2,
1006955,379761,Story,Feature 379761: Rebase Problem 1003754 -  FM whitelist remove manpack radio link down alarms,14.1,SIC,1,
1006953,379761,Story,Feature 379761: Rebase Problem 1003717 -  Update FM Whitelist for AHM_0007 and AHM_0009,14.2,SIC,1,
1006952,384136,Story,Feature 384136: Rebuild ePO 5.10 to verify appendix A/B instructions and make redlines,14.2,Okapi,2,
1006948,342054,Story,Feature 342054: Schedule coordination with Deployment Team,14.3,Labradors,2,
1006947,342054,Story,Feature 342054: Create MPC for AWARE installation and Periodic Alignment sections of the Alignment procedure,14.4,Magic,1,
1006942,342054,Story,Feature 342054: Dry run and capture Redlines for AWARE alignment procedure installation section,14.2,Labradors,5,
1006940,384136,Story,Feature 384136: SVD Development to complete Appendix B and A for HBSS 5.10 ePO,14.1,Okapi,5,
1006933,384036,Story,Feature 384036: Test Nutanix and Cisco Switch Deployment Plan to prevent outages (1),14.3,Okapi,1,
1006932,384036,Story,Feature 384036: Develop Nutanix and Cisco Switch Deployment Plan to prevent outages,14.2,Okapi,1,
1006922,342054,Story,"Feature 342054: Travel paperwork back off date needed and work travel paperwork, training, etc. (Nadolski)",14.5,Labradors,2,
1006916,342054,Story,Feature 342054: Calibrate AWARE RF tray SN003,14.4,Labradors,2,
1006883,384036,Story,Feature 384036: Create IETM Procedures for PM Data in PRISM GUI,14.3,Okapi,3,
1006877,384036,Story,Feature 384036: PKI Deployment Plan,14.4,Okapi,5,
1006873,384036,Story,Feature 384036: GSKM Updates,14.3,Okapi,3,1006877
1006864,318430,Story,AMP - Wrap-up common document updates for EAD 15 (Part 2 - Steve),14.1,Okapi,3,
1006852,1006843,Story,Determine Guard Update Process,14.4,SIC,5,
1006851,1006843,Story,Determine Log/Data Files that Need to Pass Through Guard - SE,14.4,System Engineering,2,
1006849,1006843,Story,Determine Log/Data Files that Need to Pass Through Guard - SE,14.4,System Engineering,1,
1006843,385420,Feature,Define MUOS Guard Updates/Process for File Based Data,14.4,SIC,0,1007167
1006820,396415,Story,Tools automation and metric Updates for EA 14.5,14.5,Tools,2,
1006819,396415,Story,Tools automation and metric Updates for EA 14.4,14.4,Tools,5,
1006818,396415,Story,Tools automation and metric Updates for EA 14.3,14.3,Tools,5,
1006817,396415,Story,Tools automation and metric Updates for EA 14.2,14.2,Tools,5,
1006816,396415,Story,Tools automation and Metric Updates for EA 14.1,14.1,Tools,5,
1006800,378000,Story,Feature 378000: Support demo prep and Final demo - Ken,14.1,SIC,1,
1006799,378000,Story,Feature 378000: Support demo prep and Final demo,14.1,SIC,1,
1006794,378000,Story,Feature 378000: Demo Prep,14.1,Magic,2,
1006792,388053,Story,Feature 388053 PPA Obs: Support design of PPA - (SIC)  part 3,14.3,SIC,2,
1006790,388053,Story,Feature 388053 PPA Obs: Support design of PPA - (SIC)  part 2,14.2,SIC,2,
1006780,386935,Story,Feature 386935: Geolocation - Evaluate options to transfer Ephemeris data to SIPRNET - Part I,14.4,Magic,1,
1006763,342054,Story,Feature 342054: Configure and test equipment going to site,14.3,Magic,5,
1006761,342054,Story,Feature 342054: Move AWARE onto its own keyset to allow a compromise recovery,14.1,Roadrunners,2,
1006757,378000,Story,Feature 378000: Fix Problem 1006756 - IETM Updates from AWARE EAD 14 Deployment,14.1,Magic,5,
1006750,378000,Problem,AWARE Equipment Health down 6-8 minutes,14.1,Magic,0,
1006741,1001912,Story,Feature 1001912: MHAL: Adjust MultiHAL to work with WDE Group calls,14.4,Magic,5,
1006730,395174,Story,Feature 395174: TOFF - HW FRB Support EA 14.5,14.5,TOFF,1,
1006709,384136,Story,"Feature 384136: Perform STCD testing in VLAB by performing IETM, SVD and design instructions as developed by STCD (part 2 of 2)",14.4,TOFF,3,
1006708,384136,Story,Feature 384136: Execute STCD Feature Integration and testing including STCD updates identified (part 2 of 2),14.2,TOFF,3,
1006667,376446,Story,Feature 376446: Regression Testing (MultiHAL),14.2,Magic,3,
1006616,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation - Deployment Strategy [14.2 ],14.2,Okapi,5,
1006613,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation -  Integration and Test Strategy - continued  [14.4],14.4,Okapi,3,
1006605,385442,Story,Feature 385442: Capabilities Design Specification Documentation - Section 9 - Network/Service Management Approach [14.3],14.3,Okapi,5,
1006604,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation - Mechanical and Environmental Design [14.4],14.4,Okapi,3,
1006603,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation - Information Assurance Design - Placeholder for ETI effort - IA [14.2],14.2,Okapi,2,
1006598,385442,Story,Feature 385442:Capabilities Design Specification and Detailed Design Documentation - User Experience (UX) Design [14.2],14.2,Okapi,2,
1006597,385442,Story,Feature 385442: Capabilities Design Specification and Detailed Design Documentation - Component Design [14.4],14.4,Okapi,5,
1006596,385442,Story,Feature 38544:Capabilities Design Specification and Detailed Design Documentation - System Architecture [14.3],14.3,Okapi,3,
1006585,388053,Story,Support design of PPA - (UX) part 4,14.4,SIC,1,
1006584,388053,Story,Support design of PPA - (UX) part 5,14.5,SIC,1,
1006583,388053,Story,Support design of PPA - (UX) part 2,14.2,SIC,5,
1006521,387448,Story,Update P2P Communication Call Flows,14.1,System Engineering,2,
1006519,388053,Story,Design FCAPS Replacement,14.1,System Engineering,2,
1006482,378000,Story,Feature 378000: Support to ILS Independent Testing of IETMs,14.1,Magic,3,
1006480,378000,Story,"Feature 378000: Implement PWIs (1003161, 1004089, 1005797, 1006171, 1005794, 1006175) - from EAD 14 Informational MPCs",14.1,Magic,1,
1006474,378000,Story,Feature 378000: AWARE for SC IETM Updates - Independent Test (Dry Runs),14.1,Falcons,5,
1006461,1001912,Problem,MILSTD: WF preserves the last known local mask when scanning is disabled,14.4,WWTS,0,
1006454,376446,Story,Feature 376446: IA Posture Improvement - Apply STIG Settings,14.3,Magic,3,
1006453,376446,Story,Feature 376446: IA Posture Improvement - Final Assessment,14.3,Cyber,2,
1006452,376446,Story,Feature 376446: IA Posture Improvement - Initial Assessment,14.2,Cyber,2,
1006307,388549,Story,"Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support (Sr RF Designer, Kevin Greenfield, KinetX)",14.4,Alicorn,5,
1006306,388549,Story,"Feature 388549: ULX Detailed Design - Test Plan  (Sr RF Designer, Kevin Greenfield, KinetX)",14.3,Alicorn,5,
1006305,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (Sequence Diagrams, Input to SA/FM, Config, Ext Interfaces, Test Plan)",14.2,Alicorn,5,
1006303,388549,Story,"Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support (FPGA, Kevin Greenfield, KinetX)",14.4,Alicorn,2,
1006302,388549,Story,"Feature 388549: ULX Detailed Design - Preprocessor (AMS ICD) (FPGA, Kevin Greenfield, KinetX)",14.3,Alicorn,2,
1006301,388549,Story,"Feature 388549: ULX Detailed Design - Preprocessor, Reqts for AMS, Config, Test Pts, Ext. Interface, FM/SA, Test Plan (FPGA, Kevin Greenfield, KinetX)",14.2,Alicorn,2,
1006300,388549,Story,"Feature 388549: ULX Detailed Design - Post Processor (Systems Design, ICD to RINCON, Ext Interfaces Document)",14.1,Alicorn,2,
1006299,388549,Story,"Feature 388549: ULX Detailed Design - FM/Logging (Systems Design, Component Diagrams, Intelligent Processing)",14.1,Alicorn,5,
1006298,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (Scalability, Test Plan, Sequence Diagrams)",14.3,Alicorn,3,
1006297,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (Photon Framework & uSvcs Detailed Design, FM/SA, Config, External Interfaces, Test Plan, Test Points)",14.2,Alicorn,3,
1006296,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (System Design, SW Architecture, Sequence Diagrams)",14.1,Alicorn,3,
1006294,388549,Story,Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support,14.4,Alicorn,5,
1006293,388549,Story,"Feature 388549: ULX Detailed Design - ULX Manager (Interfaces, Sequence Diagrams, Display Status, Configuration)",14.3,Alicorn,5,
1006292,388549,Story,"Feature 388549: ULX Detailed Design - ULX Manager (Systems Design, Interfaces)",14.2,Alicorn,8,
1006291,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (System Design, SW Architecture, Sequence Diagrams)",14.1,Alicorn,3,
1006290,388549,Story,Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support,14.4,Alicorn,8,
1006289,388549,Story,Feature 388549: ULX Detailed Design - External Interfaces & ETISP ICD to Post Processor,14.3,Alicorn,8,
1006288,388549,Story,"Feature 388549: ULX Detailed Design - RF Processor (External Interfaces, Reqts, SOW for RINCON, Config, SA/FM, Test Pts, Test Plan)",14.2,Alicorn,8,
1006287,388549,Story,"Feature 388549: ULX Detailed Design - Post Processor (System Design, ICD to RINCON, Ext Interfaces Document)",14.1,Alicorn,8,
1006286,388549,Story,Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support,14.4,Alicorn,8,
1006285,388549,Story,"Feature 388549: ULX Detailed Design - Design Network, Costs for COTS HWs, Test Plan, Reqt Verification Matrix, Compliance Matrix)",14.3,Alicorn,8,
1006284,388549,Story,"Feature 388549: ULX Detailed Design - Preprocessor (Reqts, Test Pts and Inputs for External Interface, FM/SA, Configuration, Test Plans)",14.2,Alicorn,8,
1006283,388549,Story,Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support (Rich Nadolski),14.4,Labradors,2,
1006281,388549,Story,Feature 388549: ULX Detailed Design - ICD Support (Rich Nadolski),14.3,Labradors,2,
1006280,388549,Story,Feature 388549: ULX Detailed Design - AMS and RINCON ICD Support (Rich Nadolski),14.2,Labradors,2,
1006278,388549,Story,Feature 388549: ULX Detailed Design - AMS ICD Creation Support,14.1,Labradors,2,
1006275,388549,Story,"Feature 388549: ULX Detailed Design - Coordinate Final Report (Detailed Design, Deplyment & Support Costing)",14.4,Alicorn,2,
1006274,388549,Story,"Feature 388549: ULX Detailed Design - Create AMS Subcontract Artifacts (SOW, Costing)",14.3,Alicorn,2,
1006273,388549,Story,"Feature 388549: ULX Detailed Design - RINCON Subcontract (SOW, ICD, Costing)",14.2,Alicorn,2,
1006272,388549,Story,Feature 388549: ULX Detailed Design - Final Design Doc & Presentation Support (Cyber),14.4,Cyber,5,
1006271,388549,Story,Feature 388549: ULX Detailed Design - FCAPS & Design Oversight (Cyber),14.3,Cyber,5,
1006270,388549,Story,"Feature 388549: ULX Detailed Design - FCAPS, Design Oversight (Cyber)",14.2,Cyber,5,
1006269,387276,Story,Feature 387276: ULX SE Assessment - Final Document Delivery & Presentation Support,14.5,Alicorn,3,
1006267,387276,Story,Feature 387276: ULX SE Assessment - Final Document Delivery & Presentation Support,14.4,Alicorn,2,
1006266,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation",14.3,Alicorn,2,
1006175,378000,Problem,Connected AWARE: AWARE/MHAL not handling GCK Rekey,14.1,Magic,0,
1006171,378000,Problem,Connected AWARE: MyUTN USB Device failure,14.1,Magic,0,
1006149,1005740,Story,Produce the Capability Spec document,14.2,System Engineering,5,
1006148,1005740,Story,Produce the Capability Spec document,14.1,System Engineering,5,
1006147,1005740,Story,Lead DSN GW Obs work,14.4,System Engineering,1,
1006146,1005740,Story,Lead DSN GW Obs work,14.2,System Engineering,1,
1006103,1006376,Problem,MAMA2: Rnh core dump during cell selection with 17 viable cells,14.4,WWTS,0,
1006058,395855,Story,Feature 395855: Deployment Notes and Operator Impact Inputs for PI 14 Parts Lists and Drawing Updates for EAD 16,14.5,Octopi,1,
1005938,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Brian Kearney, SME LOE)",14.4,Alicorn,1,
1005937,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Brian Kearney, SME LOE)",14.3,Alicorn,1,
1005936,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Brian Kearney, SME LOE)",14.2,Alicorn,1,
1005935,387276,Story,"Feature 387276: ULX SE Assessment - Attend Weekly TIMs, Final Report & Presentation Prep",14.4,System Engineering,2,
1005849,395855,Problem,Feature 395855: Drawing Updates based on Redlines for in 53-P52819E – SITE – AC Power Distribution (EAD 16),14.2,Octopi,0,
1005797,378000,Problem,EAD14 Deployment: AWARE config file had wrong radio address,14.1,Magic,0,
1005794,378000,Problem,EAD14 Deployment: AWARE hostnames are incorrect in Netcool alarms,14.1,Magic,0,
1005771,388549,Story,"Feature 388549: ULX Detailed Design - Create Development, Deployment & Support Costs for Contract Deliverable",14.1,Alicorn,2,
1005770,388549,Story,"Feature 388549: ULX Detailed Design - Compliant to Support IATT, Patching/STIG Design, Design Oversight) (Kent Tang, Cyber)",14.1,Cyber,5,
