RTCid,Parent,Type,Summary,Sprint,Team,SP,Blocks
391457,354680,Story,Feature 354680 (Site):  Update patches/STIGs based on initial scan (Splunk HA) (Final RHEL image ready),14.2,SIC,3,
391456,384036,Story,Feature 384036:(NEDB 99-P53198T.xls)  Updates for the NEDB for the Nutanix hardware,14.2,Okapi,1,
391455,354680,Story,Feature 354680 (Site):  Splunk HA VLAB Data Migration - TeamMember1,14.2,SIC,1,
391353,384036,Story,Feature 384036: Develop Procedures to Display PM Data in PRISM GUI,14.2,Okapi,3,
391338,384036,Story,Feature 384036:(AMP Document)  Document all local accounts and how to maintain,14.3,Okapi,5,
391273,384036,Story,Feature 384036: Investigate of the Nutanix Alert Recovery Procedures Testing,14.2,Okapi,8,
391233,386935,Story,Feature 386935: EAD16 MPC from EAD14 Site Deployment Redlines,14.2,Magic,1,
391224,386935,Story,Feature 386935: GEO SVD Review and Closeout,14.4,Magic,2,
391183,392743,Story,Feature 392743 ATO: Fix Problem 354579 - Update SVD to include verification steps & review,14.3,SIC,3,
390895,354680,Story,Feature 354680 Site: Support patch & STIGs based on scan results,14.2,SIC,1,
390411,1001248,Problem,"KMS ""setupImsis"" method not correctly handling normal provisioning vs rekey",14.2,SIC,0,
390401,387276,Story,"Feature 387276: ULX SE Assessment - Attend Weekly TIMs, Final Report & Presentation Prep",14.1,System Engineering,2,
390400,387276,Story,"Feature 387276: ULX SE Assessment - Scenario Creation, Analysis & Results Support (Brian Kearney, SME LOE)",14.1,Alicorn,1,
390398,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation )",14.2,Alicorn,2,
390392,396492,Problem,ProvBridge to HLR timeout during terminal provisioning,14.1,TOFF,0,
390317,297335,Story,Regression Test after transition,14.5,Tools,2,
390316,297335,Story,Regression Test prior to transition,14.4,Tools,2,
390299,385856,Story,Feature 385856: Conversion to ACC - Capability Spec Review/Redline Support,14.4,Magic,2,
390286,216552,Feature,Cyber BlueSheets,14.3,Cyber,0,
390238,384136,Story,Feature 384136: Monitor and document HIPS and MAC exceptions identified during development of HBSS on both High and low sides. Sprint 5,14.2,Cyber,2,
390237,384136,Story,Feature 384136: Monitor and document HIPS and MAC exceptions identified during development of HBSS on both High and low sides. Sprint 4,14.4,Okapi,2,
390232,384136,Story,Feature 384136: Develop IETM procedures based on list of identified IETM updates. Part 2,14.2,Cyber,5,
390119,384136,Story,Feature 384136: Develop FCAP Solutions for SIEM,14.3,Okapi,5,
390060,318430,Story,Feature 318430 ETT: Build laptops for VLAB after demo passes.,14.2,Okapi,3,
389887,384136,Story,Feature 384136: SVD Development and Test Support EA14.4,14.4,Okapi,2,
389886,384136,Story,Feature 384136: SVD Development and Test Support EA13.4,14.4,Okapi,3,
389884,384136,Story,Feature 384136: SVD Development and Test Support EA14.3 part 2,14.3,Okapi,3,
389882,384136,Story,Feature 384136: SVD Development and Test Support EA14.3 Part 1,14.3,Okapi,3,
389813,384136,Story,"Feature 384136: Continued STCD Development, Testing of Migration of ePO 200 to Nutanix and importing ePO201 into Nutanix provide redlines to development team.",14.1,TOFF,5,389882
389796,384136,Story,Feature 384136: MFR 3 – Develop Design updates based on initial STIG finding Part 2,14.4,Okapi,5,
389794,384136,Story,Feature 384136: Support Review and test of IETM procedures based on development of IETM Procedures,14.4,Okapi,3,
389788,384136,Story,Feature 384136: Document capability specification and detailed design Post  Implementation,14.4,Okapi,3,
389745,387276,Story,"Feature 387276: ULX SE Assessment - Attend Weekly TIMs, Final Report & Presentation Prep",14.3,System Engineering,2,
389681,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation",14.3,Alicorn,8,
389654,385856,Story,Feature 385856: Conversion to ACC - Systems Effort Part 4,14.4,System Engineering,2,
389647,385856,Story,Feature 385856: Conversion to ACC - Systems Effort,14.3,Magic,5,
389549,388154,Feature,OBS - PPA: Create a Development Concept/Architecture for PPA Replacement,14.2,System Engineering,0,
389452,354680,Story,Feature 354680 (Site): Splunk HA Integration / performance testing,14.2,SIC,2,354682
389451,354680,Story,Feature 354680 (Site): Splunk HA STCD Development (Ramp-up and development) - Chris,14.1,SIC,2,354682
389378,377437,Problem,"Remove references to the ""etnbe"" laptop host names from the NEDB; find other references and create PWIs",14.4,Okapi,0,
389288,377408,Story,Feature 377362: Resolve Problem 381247 PKI Expiration Spreadsheet in IETM,14.2,Okapi,5,
389252,383165,Story,Feature 383165: Update the MUOS System Drawing Tree,14.1,Octopi,3,
389249,383165,Story,"Feature 383165:Complete Redlines for Ancillary Cabinets (8, 9, 14, 15)",14.1,Octopi,3,
389247,383165,Story,"Feature 383165: Design and Documentation of New Rack Documentation, Drawings, and Parts List for Nutanix",14.1,Octopi,2,
388555,388549,Story,"Feature 388549: ULX Detailed Design - Channel Processor (System Design, SW Architecture, Sequence Diagrams)",14.1,Alicorn,8,
388554,388549,Story,"Feature 388549: ULX Detailed Design - Preprocessor (System Design, Redundancy, AMS ICD)",14.1,Alicorn,5,
388553,388549,Story,"Feature 388549: ULX Detailed Design - Preprocessor (System Design, Redundancy, AMS ICD)",14.1,Alicorn,8,
388549,370101,Feature,TD 19-15: Create ULX Detailed Design,14.5,Alicorn,0,
388548,354174,Story,Feature 354174 Splunk IETM: Splunk HA Review IETMs,14.2,SIC,1,
388534,385856,Story,Feature 385856: Conversion to ACC - Systems Effort Part 3,14.2,System Engineering,5,
388478,383165,Story,Feature 383165 Completion of Base Electronic System Engineer Plan BESEP (needed 120 days prior to FRCB),14.4,Okapi,5,
388473,383165,Story,Feature 383165: Define Power Consumption Changes for IDP,14.5,Octopi,1,388472
388471,383165,Story,Feature 383165: Identify Logistics Considerations (non-IETM),14.4,Octopi,1,
388158,388053,Story,Design PPA Replacement,14.2,System Engineering,5,
388157,388053,Story,Support design of PPA - part 1,14.1,SIC,5,
388156,388053,Story,Feature 388053 PPA Obs: Support design of PPA - (SIC)  part 1,14.1,SIC,3,
388155,388053,Story,Support design of PPA,14.4,Cyber,5,
388076,245573,Feature,WF PWI Burn down,14.3,WWTS,0,
388053,388154,Feature,OBS - PPA: Develop System Design for PPA Replacement,14.5,System Engineering,0,
388026,388004,Story,Feature 388004: TD0202-18-13 Unclass GDS Analysis - Waveform,14.2,WWTS,3,
388021,388004,Story,TD 19-18 Unclass GDS Analysis - Systems (Part 3),14.1,System Engineering,5,
388004,249368,Feature,TD 19-18 Unclass GDS Analysis,14.4,System Engineering,0,
387884,390441,Story,Update ClearQuest to Support UCM Project Enhancements (EADs and OOCs),14.4,Tools,5,
387883,390441,Story,Update BuildForge to Support UCM Project Enhancements (EADs and OOCs),14.3,Tools,5,
387448,381997,Feature,Implement updates towards establishment of MUOS Core System Documentation Baseline,14.4,System Engineering,0,
387371,384136,Story,Feature 384136: Update AAA SVD 98-P54188T003 for DNS changes for HBSS High Side,14.1,TOFF,5,1007603
387279,1001248,Problem,No feedback provided to PPA operator for updates to Terminal Profile Defaults system configuration parameters,14.3,SIC,0,
387278,387276,Story,Feature 387276: ULX SE Assessment - Final Document Delivery & Presentation Support,14.4,Alicorn,8,
387277,387276,Story,Feature 387276: ULX SE Assessment - Final Document Delivery & Presentation Support,14.5,System Engineering,2,
387276,370101,Feature,TD 20-05: ULX System Assessment,14.5,Alicorn,0,
387255,1001248,Problem,OTAP issues due to intermittent locks on caller records,14.3,SIC,0,
387236,384136,Story,Feature 384136: Lab team Infrastructure Support - NUTANIX,14.1,Labradors,3,390232
386950,386935,Story,"Feature 386935: MUOS Geolocation Support/Maintenance EAD 16:  GEO SVD updates, Incorporate EAD14 Deployment Redlines",14.3,Magic,5,
386949,386935,Story,Feature 386935: Initiate CM PDO Processing for all CI's,14.4,Magic,1,
386948,386935,Story,Feature 386935- Prep and Perform Feature Demo – Customer Demo Event,14.4,Magic,1,386949
386946,386935,Story,Feature 386935: Agile Team Test (PCR Verification & Test),14.4,Magic,2,386948
386943,386935,Story,Feature 386935: UX Review of Zeta User Manual,14.2,Falcons,1,
386942,386935,Story,Feature 386935: Engineering Review of Zeta User Manual,14.3,Magic,2,386948
386941,386935,Story,Feature 386935: MFR 1 – Dev Team Performs Cybersecurity Assessment,14.2,Cyber,2,386948
386940,386935,Story,Feature 386935: Install & Unit Test Zeta Delivery,14.2,Magic,5,386948
386939,386935,Story,Feature 386935: Provide Deployment Notes and Operator Impact Inputs,14.3,Magic,2,386948
386938,386935,Story,Feature 386935: Iterative STCD Development and Site Functional Plan,14.2,Magic,3,"386948
386940
386946"
386935,338100,Feature,"MUOS Geolocation Support, Maintenance  Zeta EAD 16",14.4,Magic,0,
385905,354680,Story,Feature 354680 (Site): Splunk HA final lab testing: SSL Comm issues,14.3,SIC,2,
385901,354680,Story,Feature 354680 (Site): AAA/Domain account for SPLUNK (maybe),14.5,TOFF,5,
385900,354680,Story,Feature 354680 (Site): Formal update for network devices,14.1,Okapi,1,
385899,354680,Story,Feature 354680 (Site): Feature Demo prep: Dry run STCD,14.4,SIC,1,
385890,385856,Story,Feature 385856: ROM for Conversion to ACC,14.2,Octopi,3,
385888,385856,Story,Feature 385856: Conversion to ACC - Systems Effort Part 3,14.1,System Engineering,5,
385887,385856,Story,Feature 385856: Conversion to ACC - Systems Effort (EA 14.2),14.2,Magic,2,
385886,385856,Story,Feature 385856: Conversion to ACC - Systems Effort Continued,14.1,Magic,5,
385883,385856,Story,Feature 385856: Conversion to ACC - IA Support Part 2,14.1,Cyber,1,
385881,385856,Story,Feature 385856: Conversion to ACC - Capability Spec Writeup for Ground System (EA 14.2),14.2,Magic,3,
385880,385856,Story,Feature 385856: Conversion to ACC - TACLANE - Create Notional GEM One/TACLANE Schedule & ROM,14.3,Magic,5,
385877,385856,Story,Feature 385856: Waveform Conversion to ACC - RSS/CIL Analysis Part 2,14.1,WWTS,5,
385874,385856,Story,Feature 385856: Waveform Conversion to ACC - WF SME Part 2,14.1,WWTS,2,
385869,385856,Story,Feature 385856: Waveform Conversion to ACC - HAIPE Part 1,14.1,WWTS,8,
385856,367849,Feature,TD 20-04 MUOS Conversion to Advanced Cryptographic Capability (ACC),14.4,Magic,0,
385643,384084,Story,"Feature 384084: Netcool Correlations - Perform Iterative Implementation, Integration, development Testing including updating design - part 3",14.3,SIC,5,
385641,384036,Story,Feature 384036: Upgrade V-Lab to Support Nutanix Solution,14.1,Labradors,3,
385603,376446,Story,Feature 376446: IA Posture Improvement - Posture Assessment,14.3,Cyber,3,
385602,376446,Story,Feature 376446: IATT Support for Cyber,14.4,Cyber,1,
385600,376446,Story,Feature 376446: Install AWARE Architecture for Call Banks,14.2,Magic,2,
385599,376446,Story,Feature 376446: Update Ruby & Update MultiHAL to use new Ruby version,14.1,Magic,5,
385455,257560,Story,Feature 257560: Update AWARE Design Documentation FCAPS IDD,14.2,Magic,2,
385454,257560,Story,Feature 257560: Update AWARE Design Documentation - MHAL SWDD,14.2,Magic,5,
385453,257560,Story,Feature 257560: Update AWARE Design Documentation - Aware X5 Design Doc,14.1,Magic,3,
385452,257560,Story,Feature 257560: Update AWARE Design Documentation,14.1,System Engineering,1,
385447,384084,Story,Feature 384084: Support for Nutanix Faults Define Severity/ Type for SNMP alarms for Nutanix,14.1,Okapi,5,
385444,385442,Story,"Feature 385442: Architecture, design, and Execution Plan (Finalize Network Designs) [14.4]",14.4,Okapi,2,
384597,297335,Story,Change Mastership of VOBs from ERIC to ERC,14.4,Tools,3,"390317
384596"
384596,297335,Story,Change Mastership of VOBs from RAN to RDE ,14.5,Tools,5,390317
384240,384084,Story,Feature 384084: MFR 1 – Dev Team Performs Cybersecurity Assessment,14.2,SIC,1,
384147,384136,Story,Feature 384136: Execute STCD Feature Integration and testing including STCD updates identified (part 1 of 2),14.2,TOFF,5,"384149
389884"
384144,384136,Story,Feature 384136: OBS HBSS- Review IETMs for Style Guide Compliance (EA 14.1),14.1,Falcons,5,390080
384141,384136,Story,"Feature 384136: Perform STCD testing in VLAB by performing IETM, SVD and design instructions as developed by STCD (part 1 of 2)",14.3,TOFF,5,384149
384138,384136,Story,Feature 384136: Document  capability specification and detailed design post Implementation,14.3,Cyber,2,"384139
384141"
384136,384135,Feature,OBS - HBSS: Integrate and test production HBSS solution into VLab,14.5,Okapi,0,1007900
384098,384084,Story,Feature 384084: Initiate CM PDO Processing for all CI's,14.4,SIC,1,
384097,384084,Story,Feature 384084: Prep and Perform Feature Demo – Customer Demo Event,14.4,TOFF,2,384098
384095,384084,Story,Feature 384084: Execute STCD Feature Integration and testing including STCD updates identified,14.3,TOFF,3,384097
384094,384084,Story,"Feature 384084: Update rules files, integrate & test",14.3,SIC,2,384097
384092,384084,Story,Feature 384084: Obs Nutanix FM Changes- Update Alarm Summaries/Event IDs to Provide Meaningful Text to Operators,14.2,SIC,1,
384089,384084,Story,"Feature 384084: FM Topology - Perform Iterative Implementation, Integration, development Testing including updating design",14.1,SIC,3,384097
384088,384084,Story,Feature 384084: Provide Deployment Notes and Operator Impact Inputs,14.4,SIC,1,384097
384087,384084,Story,Feature 384084: Create STCD and review with stakeholders,14.2,TOFF,3,
384086,384084,Story,Feature 384084: Review/Rework FM,14.4,SIC,3,
384084,383110,Feature,OBS - HW: Design and Implement changes to FM System (Netcool) for Nutanix HW and Application VMs,14.4,SIC,0,
384071,384036,Story,Feature 384036: Update 99-P59435M_NM_HW_SW_Mapping.doc for Nutanix Hardware,14.2,Okapi,5,
384069,384036,Story,Feature 384036: MFR 3 – CSE Completes Final CAP,14.2,Okapi,2,384042
384067,384036,Story,Feature 384036: Prep and Perform Feature Demo – Customer Demo Event,14.4,Okapi,1,
384036,383110,Feature,OBS - HW: Integrate Nutanix HW/SW Design into VLab,14.5,Okapi,0,380808
383966,383958,Story,"Feature 383958 Bulk SAR: PPA Implementation, Integration, development Testing including updating design - part 1",14.3,SIC,3,"383964
383960"
383168,383110,Feature,OBS - HW: FRCB for Site Power Changes for Nutanix Deployment,14.5,Okapi,0,
383075,381524,Story,Feature 381524 PB: Fix Problem 381547 - Part 2,14.3,SIC,2,1008110
383074,381524,Story,Feature 381524: Fix Problem 381547 - Part 1,14.2,SIC,3,383075
382895,278830,Feature,TD19-10: PI 13/14 Support of ADI/EMI/PRISM Integration,14.4,Labradors,0,
382838,396663,Story,Feature 396663: JDTA Redlines Associated with PI 14/EAD 16 [Task Analysis],14.5,Falcons,2,
382837,396663,Story,Feature 396663: Release Notes/Feature Demos Sprint 14.5 [Assess Training Needs],14.5,Falcons,1,
382836,396663,Story,Feature 396663: Release Notes/Feature Demos Sprint 14.4 [Assess Training Needs],14.4,Falcons,1,
382835,396663,Story,Feature 396663: Release Notes 14.3 [Assess Training Needs],14.3,Falcons,1,
382833,396663,Story,Feature 396663: Release Notes/Feature Demos Sprint 14.1 [Assess Training Needs],14.1,Falcons,1,
382693,354680,Story,Feature 354680 (Site): Define file structure (app versus deployment binaries),14.1,SIC,1,
382275,354174,Story,Feature 354174 Splunk IETM: Fix Problem 313670,14.1,SIC,5,
381984,373090,Story,Placeholder to re-assess how to use Splunk to analyze data for TOFF (TOFF),14.4,System Engineering,1,
381608,381600,Feature,Implement Module Group Provisioning Changes (Traces only),14.1,WWTS,0,
381547,381524,Problem,Provisioning Bridge database contention can bring down terminal provisioning (INC000004253880),14.4,SIC,0,1008736
381247,377408,Problem,Feature 377408: PKI Expiration Spreadsheet in IETM is out of date,14.2,Okapi,0,
379766,379761,Story,FM Whitelist updates for PI14 (1st release): Out-of-cycle/MPC Inputs,14.4,SIC,1,379763
379765,379761,Story,"FM Whitelist updates for PI14 (1st release): Engineering Whitelist updates (Implement, Test, Review)",14.3,SIC,5,379769
379764,379761,Story,FM Whitelist updates for PI 14 (1st release): Identify Whitelist content (Systems),14.1,System Engineering,2,379763
379762,379761,Story,FM Whitelist updates for PI14 (1st release): Review EAD 16 features and identify any alarms that need to be added to the whitelist,14.2,SIC,1,379767
379761,216351,Feature,FM Whitelist updates for PI 14: Update whitelist and filter logic,14.4,SIC,0,
379221,262134,Feature,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - Part A,14.5,Labradors,0,
378009,378000,Story,Feature 378000: Initiate CM PDO Processing for all CI's,14.1,Magic,1,
378002,378000,Story,Feature Demo – Customer Demo Event - Feature 378000,14.1,Magic,1,378009
378000,347074,Feature,TD 19-10: Finalize AWARE for SC and Update from WH Lessons Learned,14.1,Magic,0,
377718,243502,Story,CM Release Work for EAD 15 Documents,14.2,Weavers,1,
377438,377437,Story,<Feature 377437>: IA posture assessment for Simulation Framework CI,14.5,Cyber,5,377443
377415,377408,Story,Feature Demo – Customer Demo Event - Feature 377408,14.4,Falcons,1,
377413,377408,Story,Feature 377408: IETM Admin Updates part 1 of 3 (EA 14.1),14.1,Falcons,3,
377412,377408,Story,Feature 377408: IETM Admin Updates part 2 of 3 (EA 14.2),14.2,Falcons,3,
377411,377408,Story,Feature 377408: IETM Admin Updates part 3 of 3 (EA 14.3),14.3,Falcons,3,
377408,262146,Feature,Coordinate and Complete Non-Feature IETM Content for EAD 16 (Recurring),14.4,Falcons,0,
376472,318430,Story,Feature 318430 ETT Laptop - Feature Demo – Customer Demo Event,14.1,Okapi,3,
376457,373090,Story,Placeholder to re-assess how to use Splunk to analyze data for TOFF (SA) - 14.2,14.2,SIC,1,
376456,373090,Story,Placeholder to re-assess how to use Splunk to analyze data for TOFF (SA) - 14.3,14.3,SIC,1,
376334,382895,Story,Feature 382895: ADI Onsite Lab Integration support,14.4,Labradors,2,
376333,382895,Story,Feature 382895: ADI Onsite Lab Integration support,14.3,Labradors,2,
376331,382895,Story,Feature 382895: Integrate & Test Final PRISM Build,14.4,Labradors,2,
376330,382895,Story,Feature 382895: Integrate & Test Checkpoint PRISM Build,14.4,Labradors,2,
375701,373090,Story,Define Reliability Metrics identified by the customer,14.2,System Engineering,2,
375324,382895,Story,Feature 382895: ADI Onsite Lab Integration support,14.4,Labradors,2,
375203,297335,Story,"Using Solaris 10, Test Full RBS Build Project to determine if CL6x Compatibility Issues still exist",14.3,Tools,3,
374909,297335,Story,Tools Team Support / LOE for RDE- Implement clearmake for Builds in the RDE,14.1,Tools,3,
373090,267568,Feature,Determine execution plan for TOFF metrics collection and reporting,14.4,System Engineering,0,
372930,373090,Story,Placeholder to re-assess how to use Splunk to analyze data for TOFF (SA) - 14.4,14.4,SIC,1,
372929,373090,Story,Placeholder to re-assess how to use Splunk to analyze data for TOFF (UX) [Perform Initial Research] - 14.4,14.4,SIC,1,
371236,382895,Story,"Feature 382895: Administrative Lab Preparation (Prop passes, etc.)",14.4,Labradors,1,
368860,368857,Feature,Canadian Foreign Military Sales (FMS) Planning Phase 1,14.5,System Engineering,0,
367785,384136,Problem,Feature 384136: HBSS: IETM procedure needed to check for expired DAT files on Linux hosts,14.5,Okapi,0,
367622,373090,Story,Monthly Analysis and Reporting,14.2,System Engineering,1,
364272,392530,Problem,98-P55616M RevF Version 20181214 IA Updates SVD verification is not good enough for verifying mas server,14.2,Cyber,0,
363347,243502,Story,CM Release Work for EAD 14 Documents,14.1,Weavers,1,
355507,355229,Story,Feature 355229: Tracking Alignment: Post Travel Data Analysis & Archiving - Engineer 1,14.5,Labradors,3,
355497,355229,Story,Feature 355229: Tracking Alignment: SME support for on-site work - Engineer 1 (Sprint 3),14.4,Labradors,8,
355495,355229,Story,Feature 355229: Tracking Alignment: SME support for on-site work - Engineer 1 (Sprint 2),14.3,Labradors,8,
355485,355228,Story,Feature 355228: Post Travel Data Analysis & Archiving - Engineer 1,14.5,Alicorn,1,
355475,355228,Story,Feature 355228: SME support for on-site work - Sprint 2 - Week 1,14.2,Alicorn,5,
355474,355228,Story,Feature 355228: SME support for on-site work - Sprint 3 - Week 1,14.3,Alicorn,5,
355469,355228,Story,Feature 355228: SME support for on-site work - Sprint 5 - Week 1,14.5,Alicorn,3,
355467,355228,Story,Feature 355228: SME support for on-site work - Sprint 4 - Week 1,14.4,Alicorn,5,
355229,330151,Feature,Tracking Alignment Site # 4 (Relo) - AU,14.5,Labradors,0,
355228,330151,Feature,RF and Tracking Alignment Site # 3 (Relo) - WH,14.5,Alicorn,0,
355049,354680,Problem,ATO Maintenance: IA Remediation for Access Control and Password Complexity on Splunk Servers,14.3,SIC,0,
354939,354871,Story,Feature 354871: IETM support of NAVSOC and OA Workstation upgrade,14.1,Falcons,1,
354910,354680,Story,Feature 354680 (Site): Formal updates of PKI part 2,14.3,SIC,2,
354909,354680,Story,Feature 354680 (Site): Splunk HA final lab testing: Indexer & search head critical failure recovery,14.3,SIC,2,
354830,354680,Story,Feature 354680 (Site): Developer testing of all Splunk HA install scripts,14.1,SIC,5,
354763,352931,Story,Prepare Docs for SPLUNK HA FRCB: Test Report,14.5,SIC,3,354768
354762,352931,Story,"Prepare Docs for SPLUNK HA FRCB: Complete System Operational Verification Test, SOVT",14.4,SIC,5,354768
354761,352931,Story,"Prepare Docs for SPLUNK HA FRCB: System Operational Verification Test, SOVT, Test Inputs for Feature",14.2,SIC,3,354762
354733,354680,Story,Feature 354680 (Site): Formal Update of AMP,14.1,SIC,1,
354689,354680,Story,Feature 354680 (Site): Splunk HA review,14.4,SIC,1,
354687,354680,Story,Feature 354680 (Site): Execute STCD (1st Run of Feature Tests),14.3,SIC,2,354682
354686,354680,Story,Feature 354680 (Site): IA Patching and STIGs (Update RHEL Image),14.1,SIC,5,354683
354685,354680,Story,Feature 354680 (Site): Deployment Notes and Operator Impact Inputs Part 1 of N,14.4,SIC,2,354682
354683,354680,Story,Feature 354680 (Site): IA Posture Assessment - part 1,14.2,SIC,2,354682
354682,354680,Story,Feature 354680 (Site): Feature Demo – Customer Demo Event - Splunk (Site),14.5,SIC,2,
354681,354680,Story,Feature 354680 (Site): IA - Initial Scan on Splunk HA loaner equipment,14.1,SIC,3,354686
354680,351909,Feature,TD19-10: Implement SPLUNK HA for Site,14.5,SIC,0,
354666,352931,Story,Prepare Docs for SPLUNK HA FRCB: SE support in defining acceptance tests of the clustered architecture at site,14.4,System Engineering,2,
354646,241501,Feature,OBS: PRC-155 Replacement Trade Study,14.3,System Engineering,0,
354579,392743,Problem,ATO Maintenance: Fix Several General Configuration Settings on Solaris 10 Servers m11 and m12,14.4,SIC,0,
354558,354680,Story,Feature 354680 (Site): HBSS support for RHEL 7.x on the Splunk HA architecture,14.2,Okapi,2,
354412,354372,Story,Lab - TXO Ericsson -Re-test 8 GPB51s from Initial 2018 bulk buy warranty replacement boards,14.4,Labradors,3,
354395,354372,Story,Lab - TXO Ericsson -Re-test 2 PWB Assembly SCB3s from Initial 2018 bulk buy warranty replacement boards,14.5,Labradors,2,
354372,262134,Feature,Lab - TXO Ericsson - Re-test Ericsson parts from TXO from Initial 2018 bulk buy warranty replacement boards,14.4,Labradors,0,
354193,354174,Story,Feature 354174 Splunk IETM: Update Task Analysis for SPLUNK,14.1,SIC,2,
354182,354174,Story,Feature 354174: IETM Update for SPLUNK Update,14.3,Falcons,8,354176
354181,354174,Story,Feature 354174 Splunk IETM: Define STCD,14.3,SIC,2,354176
354179,354174,Story,"Feature 354174 Splunk IETM: Deployment Notes and Operator Impact Inputs for Update IETMs, Task Analysis, etc",14.4,SIC,1,354176
354176,354174,Story,"Feature Demo – Customer Demo Event - Feature 354174: Update IETMs, Task Analysis, etc",14.4,SIC,1,354183
354174,351909,Feature,"TD19-10: SPLUNK HA Update IETMs, Task Analysis, etc",14.4,SIC,0,
353380,353345,Story,Feature 353345: Create Training Plan for Refresher Training in WH,14.1,Falcons,1,
353350,353345,Story,Feature 353345: Refresher Training WH - Complete Customer Response Matrix (CRM),14.2,Falcons,1,
353349,353345,Story,Feature 353345: Conduct Refresher Training in WH (Trainer 1),14.1,Falcons,3,
353348,353345,Story,Feature 353345: Travel to Site to Conduct Refresher Training at WH (Trainer 1),14.1,Falcons,2,
353347,353345,Story,"Feature 353345: Finalize, Print, and Ship Materials- Maintainer Refresher Training WH",14.1,Falcons,1,
353345,262146,Feature,Deliver Maintainer Refresher Training in WH,14.2,Falcons,0,
353262,353256,Story,Feature 353256: Maintainer Refresher Training AU - Complete Customer Response Matrix (CRM),14.5,Falcons,1,
353261,353256,Story,Feature 353256: Conduct Maintainer Refresher Training in AU (Trainer 1) (Days 1-3),14.4,Falcons,3,
353259,353256,Story,Feature 353256: Travel to AU Site to Conduct Maintainer Refresher Training in AU (Trainer 1),14.4,Falcons,2,
353256,262146,Feature,Deliver Maintainer Refresher Training in AU,14.5,Falcons,0,
353255,353134,Story,Feature 353134: Familiarize Trainer with Maintainer Refresher Training in SC,14.2,Falcons,3,
353254,353134,Story,Feature 353134: Maintainer Refresher Training SC - Complete Customer Response Matrix (CRM),14.4,Falcons,1,
353253,353134,Story,Feature 353134: Conduct Maintainer Refresher Training in SC (Trainer 1),14.3,Falcons,5,
353185,353134,Story,Feature 353134: Travel to/from Site to Conduct Maintainer Refresher Training in SC (Trainer 1),14.3,Falcons,3,
353136,353134,Story,"Feature 353134: Finalize, Print, and Ship Materials- Maintainer Refresher Training SC",14.2,Falcons,1,
353134,262146,Feature,Deliver Maintainer Refresher Training in SC,14.4,Falcons,0,
352931,351909,Feature,TD19-10: Prepare Docs for SPLUNK HA FRCB in support of EAD 17,14.5,SIC,0,
352414,279283,Story,Lab - TXO Test Procedure - SGSN - IBS7V3 Board (High),14.2,Labradors,3,
352413,279283,Story,Lab - TXO Test Procedure - SGSN - IBASV3 Board (High),14.1,Labradors,3,
352412,279283,Story,Lab - TXO Test Procedure - SGSN - GPBV3 Board (High),14.1,Labradors,3,
352411,279283,Story,Lab - TXO Test Procedure - GGSN - 4 Port Ethernet Board (High),14.4,Labradors,3,
352410,279283,Story,Lab - TXO Test Procedure - CSCF/HSS - PM-E1/T1 Board (High),14.3,Labradors,3,
352409,279283,Story,Lab - TXO Test Procedure - CSCF/HSS - PMD Board (High),14.2,Labradors,3,
352408,279283,Story,Lab - TXO Test Procedure - ATM- 4 Port OC-3 Board (High),14.3,Labradors,3,
352407,279283,Story,Lab - TXO Test Procedure - RBS - SCB3 Board (High),14.2,Labradors,3,
352406,279283,Story,Lab - TXO Test Procedure - RBS - GPB51 Board (High),14.1,Labradors,3,
352403,279283,Story,Lab - TXO Test Procedure - RNC - ET-M4 Board (High),14.2,Labradors,3,
352347,279283,Story,Lab - TXO Test Procedure - RBS - AIU Board (High),14.1,Labradors,3,
347180,388076,Problem,GOVT: OTA urlc_ul crash,14.3,WWTS,0,
345802,388076,Problem,HMS: Restart Measurement after RAU while joined to a Group,14.3,WWTS,0,
345796,1001912,Problem,MAINT:  Group Talker loses data,14.4,WWTS,0,
345779,1001912,Problem,GOVT: WF task crash when active KS deleted,14.4,WWTS,0,
345748,1001912,Problem,GOVT: WF Implementation Missing for Design to Resolve Group Key Discrepancy between Profile and CS/S,14.4,WWTS,0,
345718,388076,Problem,MAINT: WF got stuck when tx override in EMCON mode,14.3,WWTS,0,
345715,388076,Problem,HMS:  Periodic Ranging not executed when T318 timer expires during RAU,14.3,WWTS,0,
345707,1001912,Problem,HMS: Normal RRC Connection Release on a RAU retry is triggering OOS,14.4,WWTS,0,
345678,1001912,Problem,RR2: OTAFTed GK Key returned success by AsNas when AIM failed the decryption,14.4,WWTS,0,
345656,1001912,Problem,RR2: Waveform does not send pcGroupJoinFail to PCore if SA creation failed,14.4,WWTS,0,
345641,1001912,Problem,MAINT: Not Restoring C0 Header Compression Contexts Entering Monitor Mode or Unjoining Group,14.4,WWTS,0,
344115,297335,Story,Feature 297335: RDE System Test  in VLab of RAN RBS Build (New RDE Environment),14.4,WWTS,2,
343918,243502,Story,CM Release Work for EAD 15 OOC,14.2,Weavers,1,
343917,243502,Story,CM Release Work for EAD 15,14.2,Weavers,1,
343914,243502,Story,CM Release Work for EAD 14,14.1,Weavers,1,
